1975-11-18 22:29:00 +0000 UTC,185581740,3
1975-12-03 00:50:00 +0000 UTC,186799800,3
1975-12-18 14:40:00 +0000 UTC,188145600,6
1976-01-01 14:41:00 +0000 UTC,189355260,3
1976-01-17 04:48:00 +0000 UTC,190702080,9
1976-01-31 06:21:00 +0000 UTC,191917260,9
1976-02-15 16:44:00 +0000 UTC,193250640,3
1976-02-29 23:26:00 +0000 UTC,194484360,3
1976-03-16 02:53:00 +0000 UTC,195792780,3
1976-03-30 17:09:00 +0000 UTC,197053740,9
1976-04-14 11:49:00 +0000 UTC,198330540,6
1976-04-29 10:20:00 +0000 UTC,199621200,3
1976-05-13 20:03:00 +0000 UTC,200865780,9
1976-05-29 01:47:00 +0000 UTC,202182420,3
1976-06-12 04:14:00 +0000 UTC,203400840,3
1976-06-27 14:50:00 +0000 UTC,204735000,3
1976-07-11 13:08:00 +0000 UTC,205938480,3
1976-07-27 01:38:00 +0000 UTC,207279480,3
1976-08-09 23:42:00 +0000 UTC,208482120,9
1976-08-25 11:00:00 +0000 UTC,209818800,9
1976-09-08 12:52:00 +0000 UTC,211035120,6
1976-09-23 19:54:00 +0000 UTC,212356440,9
1976-10-08 04:56:00 +0000 UTC,213598560,3
1976-10-23 05:09:00 +0000 UTC,214895340,9
1976-11-06 23:16:00 +0000 UTC,216170160,6
1976-11-21 15:11:00 +0000 UTC,217437060,3
1976-12-06 18:16:00 +0000 UTC,218744160,6
1976-12-21 02:09:00 +0000 UTC,219982140,9
1977-01-05 12:12:00 +0000 UTC,221314320,9
1977-01-19 14:13:00 +0000 UTC,222531180,6
1977-02-04 03:58:00 +0000 UTC,223876680,6
1977-02-18 03:39:00 +0000 UTC,225085140,9
1977-03-05 17:15:00 +0000 UTC,226430100,9
1977-03-19 18:35:00 +0000 UTC,227644500,3
1977-04-04 04:11:00 +0000 UTC,228975060,3
1977-04-18 10:38:00 +0000 UTC,230207880,3
1977-05-03 13:04:00 +0000 UTC,231512640,6
1977-05-18 02:53:00 +0000 UTC,232771980,3
1977-06-01 20:31:00 +0000 UTC,234045060,6
1977-06-16 18:23:00 +0000 UTC,235333380,3
1977-07-01 03:23:00 +0000 UTC,236575380,3
1977-07-16 08:36:00 +0000 UTC,237890160,9
1977-07-30 10:51:00 +0000 UTC,239107860,9
1977-08-14 21:30:00 +0000 UTC,240442200,9
1977-08-28 20:09:00 +0000 UTC,241646940,9
1977-09-13 09:21:00 +0000 UTC,242990460,9
1977-09-27 08:16:00 +0000 UTC,244196160,6
1977-10-12 20:29:00 +0000 UTC,245536140,3
1977-10-26 23:35:00 +0000 UTC,246756900,3
1977-11-11 07:08:00 +0000 UTC,248080080,3
1977-11-25 17:32:00 +0000 UTC,249327120,3
1977-12-10 17:32:00 +0000 UTC,250623120,3
1977-12-25 12:50:00 +0000 UTC,251902200,3
1978-01-09 04:01:00 +0000 UTC,253166460,6
1978-01-24 07:57:00 +0000 UTC,254476620,9
1978-02-07 14:56:00 +0000 UTC,255711360,3
1978-02-23 01:28:00 +0000 UTC,257045280,6
1978-03-09 02:39:00 +0000 UTC,258259140,9
1978-03-24 16:22:00 +0000 UTC,259604520,6
1978-04-07 15:18:00 +0000 UTC,260810280,9
1978-04-23 04:13:00 +0000 UTC,262152780,6
1978-05-07 04:49:00 +0000 UTC,263364540,6
1978-05-22 13:18:00 +0000 UTC,264691080,9
1978-06-05 19:03:00 +0000 UTC,265921380,9
1978-06-20 20:32:00 +0000 UTC,267222720,3
1978-07-05 09:51:00 +0000 UTC,268480260,9
1978-07-20 03:05:00 +0000 UTC,269751900,3
1978-08-04 01:00:00 +0000 UTC,271040400,9
1978-08-18 10:14:00 +0000 UTC,272283240,3
1978-09-02 16:08:00 +0000 UTC,273600480,3
1978-09-16 19:00:00 +0000 UTC,274820400,9
1978-10-02 06:39:00 +0000 UTC,276158340,9
1978-10-16 06:08:00 +0000 UTC,277366080,3
1978-10-31 20:05:00 +0000 UTC,278712300,3
1978-11-14 19:59:00 +0000 UTC,279921540,3
1978-11-30 08:18:00 +0000 UTC,281261880,9
1978-12-14 12:30:00 +0000 UTC,282486600,9
1978-12-29 19:36:00 +0000 UTC,283808160,9
1979-01-13 07:09:00 +0000 UTC,285059340,9
1979-01-28 06:20:00 +0000 UTC,286352400,3
1979-02-12 02:40:00 +0000 UTC,287635200,6
1979-02-26 16:47:00 +0000 UTC,288895620,3
1979-03-13 21:15:00 +0000 UTC,290207700,9
1979-03-28 03:01:00 +0000 UTC,291438060,6
1979-04-12 13:17:00 +0000 UTC,292771020,3
1979-04-26 13:17:00 +0000 UTC,293980620,3
1979-05-12 02:03:00 +0000 UTC,295322580,9
1979-05-26 00:02:00 +0000 UTC,296524920,3
1979-06-10 11:57:00 +0000 UTC,297863820,9
1979-06-24 11:59:00 +0000 UTC,299073540,3
1979-07-09 20:01:00 +0000 UTC,300398460,6
1979-07-24 01:41:00 +0000 UTC,301628460,3
1979-08-08 03:23:00 +0000 UTC,302930580,3
1979-08-22 17:11:00 +0000 UTC,304189860,3
1979-09-06 10:59:00 +0000 UTC,305463540,3
1979-09-21 09:46:00 +0000 UTC,306755160,6
1979-10-05 19:35:00 +0000 UTC,308000100,3
1979-10-21 02:23:00 +0000 UTC,309320580,3
1979-11-04 05:47:00 +0000 UTC,310542420,3
1979-11-19 18:03:00 +0000 UTC,311882580,9
1979-12-03 18:07:00 +0000 UTC,313092420,6
1979-12-19 08:23:00 +0000 UTC,314439780,3
1980-01-02 09:02:00 +0000 UTC,315651720,3
1980-01-17 21:20:00 +0000 UTC,316992000,3
1980-02-01 02:21:00 +0000 UTC,318219660,9
1980-02-16 08:52:00 +0000 UTC,319539120,6
1980-03-01 21:00:00 +0000 UTC,320792400,9
1980-03-16 18:57:00 +0000 UTC,322081020,9
1980-03-31 15:14:00 +0000 UTC,323363640,3
1980-04-15 03:48:00 +0000 UTC,324618480,9
1980-04-30 07:37:00 +0000 UTC,325928220,6
1980-05-14 12:02:00 +0000 UTC,327153720,3
1980-05-29 21:29:00 +0000 UTC,328483740,3
1980-06-12 20:40:00 +0000 UTC,329690400,6
1980-06-28 09:04:00 +0000 UTC,331031040,6
1980-07-12 06:47:00 +0000 UTC,332232420,3
1980-07-27 18:56:00 +0000 UTC,333572160,3
1980-08-10 19:11:00 +0000 UTC,334782660,3
1980-08-26 03:44:00 +0000 UTC,336109440,3
1980-09-09 10:01:00 +0000 UTC,337341660,6
1980-09-24 12:09:00 +0000 UTC,338645340,9
1980-10-09 02:50:00 +0000 UTC,339907800,3
1980-10-23 20:52:00 +0000 UTC,341182320,6
1980-11-07 20:42:00 +0000 UTC,342477720,9
1980-11-22 06:39:00 +0000 UTC,343723140,9
1980-12-07 14:35:00 +0000 UTC,345047700,3
1980-12-21 18:08:00 +0000 UTC,346270080,3
1981-01-06 07:24:00 +0000 UTC,347613840,9
1981-01-20 07:39:00 +0000 UTC,348824340,9
1981-02-04 22:14:00 +0000 UTC,350172840,3
1981-02-18 22:58:00 +0000 UTC,351385080,6
1981-03-06 10:32:00 +0000 UTC,352722720,3
1981-03-20 15:23:00 +0000 UTC,353949780,3
1981-04-04 20:21:00 +0000 UTC,355263660,9
1981-04-19 07:59:00 +0000 UTC,356515140,3
1981-05-04 04:21:00 +0000 UTC,357798060,9
1981-05-19 00:05:00 +0000 UTC,359078700,3
1981-06-02 11:33:00 +0000 UTC,360329580,9
1981-06-17 15:06:00 +0000 UTC,361638360,9
1981-07-01 19:05:00 +0000 UTC,362862300,3
1981-07-17 04:41:00 +0000 UTC,364192860,3
1981-07-31 03:54:00 +0000 UTC,365399640,9
1981-08-15 16:39:00 +0000 UTC,366741540,9
1981-08-29 14:45:00 +0000 UTC,367944300,9
1981-09-14 03:11:00 +0000 UTC,369285060,3
1981-09-28 04:08:00 +0000 UTC,370498080,3
1981-10-13 12:51:00 +0000 UTC,371825460,9
1981-10-27 20:13:00 +0000 UTC,373061580,6
1981-11-11 22:28:00 +0000 UTC,374365680,6
1981-11-26 14:39:00 +0000 UTC,375633540,9
1981-12-11 08:42:00 +0000 UTC,376908120,9
1981-12-26 10:10:00 +0000 UTC,378209400,6
1982-01-09 19:53:00 +0000 UTC,379453980,3
1982-01-25 04:56:00 +0000 UTC,380782560,3
1982-02-08 07:57:00 +0000 UTC,382003020,9
1982-02-23 21:15:00 +0000 UTC,383346900,9
1982-03-09 20:45:00 +0000 UTC,384554700,9
1982-03-25 10:19:00 +0000 UTC,385899540,6
1982-04-08 10:18:00 +0000 UTC,387109080,9
1982-04-23 20:30:00 +0000 UTC,388441800,9
1982-05-08 00:45:00 +0000 UTC,389666700,9
1982-05-23 04:41:00 +0000 UTC,390976860,3
1982-06-06 16:00:00 +0000 UTC,392227200,9
1982-06-21 11:53:00 +0000 UTC,393508380,3
1982-07-06 07:32:00 +0000 UTC,394788720,3
1982-07-20 18:57:00 +0000 UTC,396039420,9
1982-08-04 22:35:00 +0000 UTC,397348500,3
1982-08-19 02:45:00 +0000 UTC,398573100,9
1982-09-03 12:30:00 +0000 UTC,399904200,9
1982-09-17 12:09:00 +0000 UTC,401112540,9
1982-10-03 01:10:00 +0000 UTC,402455400,6
1982-10-17 00:04:00 +0000 UTC,403661040,6
1982-11-01 12:58:00 +0000 UTC,405003480,6
1982-11-15 15:10:00 +0000 UTC,406221000,6
1982-12-01 00:22:00 +0000 UTC,407550120,6
1982-12-15 09:19:00 +0000 UTC,408791940,6
1982-12-30 11:33:00 +0000 UTC,410095980,9
1983-01-14 05:09:00 +0000 UTC,411368940,9
1983-01-28 22:26:00 +0000 UTC,412640760,3
1983-02-13 00:33:00 +0000 UTC,413944380,9
1983-02-27 08:58:00 +0000 UTC,415184280,6
1983-03-14 17:45:00 +0000 UTC,416511900,9
1983-03-28 19:27:00 +0000 UTC,417727620,9
1983-04-13 08:00:00 +0000 UTC,419068800,9
1983-04-27 06:31:00 +0000 UTC,420273060,6
1983-05-12 19:26:00 +0000 UTC,421615560,3
1983-05-26 18:48:00 +0000 UTC,422822880,9
1983-06-11 04:38:00 +0000 UTC,424154280,3
1983-06-25 08:32:00 +0000 UTC,425377920,3
1983-07-10 12:19:00 +0000 UTC,426687540,6
1983-07-24 23:28:00 +0000 UTC,427937280,6
1983-08-08 19:18:00 +0000 UTC,429218280,9
1983-08-23 15:01:00 +0000 UTC,430498860,6
1983-09-07 02:36:00 +0000 UTC,431750160,9
1983-09-22 06:38:00 +0000 UTC,433060680,3
1983-10-06 11:16:00 +0000 UTC,434286960,6
1983-10-21 21:55:00 +0000 UTC,435621300,6
1983-11-04 22:22:00 +0000 UTC,436832520,6
1983-11-20 12:31:00 +0000 UTC,438179460,6
1983-12-04 12:27:00 +0000 UTC,439388820,9
1983-12-20 02:01:00 +0000 UTC,440733660,6
1984-01-03 05:17:00 +0000 UTC,441955020,3
1984-01-18 14:05:00 +0000 UTC,443282700,3
1984-02-01 23:47:00 +0000 UTC,444527220,3
1984-02-17 00:41:00 +0000 UTC,445826460,3
1984-03-02 18:31:00 +0000 UTC,447100260,6
1984-03-17 10:09:00 +0000 UTC,448366140,9
1984-04-01 12:10:00 +0000 UTC,449669400,6
1984-04-15 19:10:00 +0000 UTC,450904200,6
1984-05-01 03:46:00 +0000 UTC,452231160,6
1984-05-15 04:28:00 +0000 UTC,453443280,6
1984-05-30 16:48:00 +0000 UTC,454783680,9
1984-06-13 14:42:00 +0000 UTC,455985720,9
1984-06-29 03:19:00 +0000 UTC,457327140,6
1984-07-13 02:20:00 +0000 UTC,458533200,3
1984-07-28 11:52:00 +0000 UTC,459863520,6
1984-08-11 15:44:00 +0000 UTC,461087040,3
1984-08-26 19:26:00 +0000 UTC,462396360,3
1984-09-10 07:03:00 +0000 UTC,463647780,9
1984-09-25 03:12:00 +0000 UTC,464929920,9
1984-10-10 00:00:00 +0000 UTC,466214400,9
1984-10-24 12:09:00 +0000 UTC,467467740,9
1984-11-08 17:45:00 +0000 UTC,468783900,9
1984-11-22 22:58:00 +0000 UTC,470012280,6
1984-12-08 10:55:00 +0000 UTC,471351300,6
1984-12-22 11:48:00 +0000 UTC,472564080,9
1985-01-07 02:18:00 +0000 UTC,473912280,9
1985-01-21 02:30:00 +0000 UTC,475122600,9
1985-02-05 15:20:00 +0000 UTC,476464800,3
1985-02-19 18:44:00 +0000 UTC,477686640,3
1985-03-07 02:14:00 +0000 UTC,479009640,3
1985-03-21 12:00:00 +0000 UTC,480254400,9
1985-04-05 11:33:00 +0000 UTC,481548780,9
1985-04-20 05:23:00 +0000 UTC,482822580,3
1985-05-04 19:53:00 +0000 UTC,484084380,3
1985-05-19 21:42:00 +0000 UTC,485386920,9
1985-06-03 03:50:00 +0000 UTC,486618600,3
1985-06-18 11:58:00 +0000 UTC,487943880,6
1985-07-02 12:08:00 +0000 UTC,489154080,3
1985-07-17 23:56:00 +0000 UTC,490492560,3
1985-07-31 21:40:00 +0000 UTC,491694000,6
1985-08-16 10:05:00 +0000 UTC,493034700,3
1985-08-30 09:27:00 +0000 UTC,494242020,9
1985-09-14 19:20:00 +0000 UTC,495573600,3
1985-09-29 00:09:00 +0000 UTC,496800540,9
1985-10-14 04:33:00 +0000 UTC,498112380,9
1985-10-28 17:39:00 +0000 UTC,499369140,9
1985-11-12 14:21:00 +0000 UTC,500653260,9
1985-11-27 12:43:00 +0000 UTC,501943380,6
1985-12-12 00:55:00 +0000 UTC,503196900,6
1985-12-27 07:32:00 +0000 UTC,504516720,3
1986-01-10 12:24:00 +0000 UTC,505743840,9
1986-01-26 00:33:00 +0000 UTC,507083580,9
1986-02-09 00:58:00 +0000 UTC,508294680,6
1986-02-24 15:04:00 +0000 UTC,509641440,6
1986-03-10 14:54:00 +0000 UTC,510850440,9
1986-03-26 03:04:00 +0000 UTC,512190240,6
1986-04-09 06:10:00 +0000 UTC,513411000,6
1986-04-24 12:47:00 +0000 UTC,514730820,3
1986-05-08 22:11:00 +0000 UTC,515974260,3
1986-05-23 20:45:00 +0000 UTC,517265100,9
1986-06-07 14:01:00 +0000 UTC,518536860,6
1986-06-22 03:42:00 +0000 UTC,519795720,9
1986-07-07 04:55:00 +0000 UTC,521096100,6
1986-07-21 10:40:00 +0000 UTC,522326400,6
1986-08-05 18:35:00 +0000 UTC,523650900,3
1986-08-19 18:53:00 +0000 UTC,524861580,3
1986-09-04 07:09:00 +0000 UTC,526201740,9
1986-09-18 05:33:00 +0000 UTC,527405580,9
1986-10-03 18:54:00 +0000 UTC,528749640,9
1986-10-17 19:21:00 +0000 UTC,529960860,9
1986-11-02 06:01:00 +0000 UTC,531295260,6
1986-11-16 12:12:00 +0000 UTC,532527120,9
1986-12-01 16:42:00 +0000 UTC,533839320,9
1986-12-16 07:06:00 +0000 UTC,535100760,9
1986-12-31 03:11:00 +0000 UTC,536382660,3
1987-01-15 02:32:00 +0000 UTC,537676320,3
1987-01-29 13:47:00 +0000 UTC,538926420,3
1987-02-13 20:59:00 +0000 UTC,540248340,3
1987-02-28 00:53:00 +0000 UTC,541471980,3
1987-03-15 13:14:00 +0000 UTC,542812440,3
1987-03-29 12:48:00 +0000 UTC,544020480,9
1987-04-14 02:33:00 +0000 UTC,545365980,9
1987-04-28 01:36:00 +0000 UTC,546572160,9
1987-05-13 12:51:00 +0000 UTC,547908660,9
1987-05-27 15:14:00 +0000 UTC,549126840,3
1987-06-11 20:49:00 +0000 UTC,550442940,6
1987-06-26 05:37:00 +0000 UTC,551684220,6
1987-07-11 03:33:00 +0000 UTC,552972780,9
1987-07-25 20:37:00 +0000 UTC,554243820,6
1987-08-09 10:18:00 +0000 UTC,555502680,9
1987-08-24 11:58:00 +0000 UTC,556804680,6
1987-09-07 18:13:00 +0000 UTC,558036780,6
1987-09-23 03:07:00 +0000 UTC,559364820,6
1987-10-07 04:12:00 +0000 UTC,560578320,9
1987-10-22 17:27:00 +0000 UTC,561922020,9
1987-11-05 16:46:00 +0000 UTC,563129160,6
1987-11-21 06:32:00 +0000 UTC,564474720,3
1987-12-05 08:01:00 +0000 UTC,565689660,6
1987-12-20 18:25:00 +0000 UTC,567023100,6
1988-01-04 01:41:00 +0000 UTC,568258860,3
1988-01-19 05:26:00 +0000 UTC,569568360,3
1988-02-02 20:52:00 +0000 UTC,570833520,6
1988-02-17 15:56:00 +0000 UTC,572111760,3
1988-03-03 16:02:00 +0000 UTC,573408120,3
1988-03-18 02:04:00 +0000 UTC,574653840,6
1988-04-02 09:23:00 +0000 UTC,575976180,3
1988-04-16 12:02:00 +0000 UTC,577195320,3
1988-05-01 23:43:00 +0000 UTC,578533380,6
1988-05-15 22:12:00 +0000 UTC,579737520,9
1988-05-31 10:55:00 +0000 UTC,581079300,6
1988-06-14 09:15:00 +0000 UTC,582282900,9
1988-06-29 19:47:00 +0000 UTC,583616820,3
1988-07-13 21:54:00 +0000 UTC,584834040,9
1988-07-29 03:27:00 +0000 UTC,586150020,9
1988-08-12 12:31:00 +0000 UTC,587392260,6
1988-08-27 10:57:00 +0000 UTC,588682620,9
1988-09-11 04:49:00 +0000 UTC,589956540,6
1988-09-25 19:07:00 +0000 UTC,591217620,6
1988-10-10 21:48:00 +0000 UTC,592523280,9
1988-10-25 04:35:00 +0000 UTC,593757300,3
1988-11-09 14:19:00 +0000 UTC,595088340,6
1988-11-23 15:53:00 +0000 UTC,596303580,3
1988-12-09 05:35:00 +0000 UTC,597648900,3
1988-12-23 05:28:00 +0000 UTC,598858080,6
1989-01-07 19:22:00 +0000 UTC,600204120,6
1989-01-21 21:33:00 +0000 UTC,601421580,9
1989-02-06 07:37:00 +0000 UTC,602753820,6
1989-02-20 15:32:00 +0000 UTC,603991920,3
1989-03-07 18:20:00 +0000 UTC,605298000,3
1989-03-22 09:58:00 +0000 UTC,606563880,6
1989-04-06 03:34:00 +0000 UTC,607836840,6
1989-04-21 03:15:00 +0000 UTC,609131700,9
1989-05-05 11:48:00 +0000 UTC,610372080,9
1989-05-20 18:18:00 +0000 UTC,611691480,9
1989-06-03 19:54:00 +0000 UTC,612906840,9
1989-06-19 06:59:00 +0000 UTC,614242740,3
1989-07-03 05:00:00 +0000 UTC,615445200,9
1989-07-18 17:43:00 +0000 UTC,616786980,6
1989-08-01 16:06:00 +0000 UTC,617990760,9
1989-08-17 03:08:00 +0000 UTC,619326480,3
1989-08-31 05:45:00 +0000 UTC,620545500,9
1989-09-15 11:52:00 +0000 UTC,621863520,6
1989-09-29 21:47:00 +0000 UTC,623108820,3
1989-10-14 20:33:00 +0000 UTC,624400380,9
1989-10-29 15:27:00 +0000 UTC,625678020,9
1989-11-13 05:52:00 +0000 UTC,626939520,6
1989-11-28 09:41:00 +0000 UTC,628249260,3
1989-12-12 16:30:00 +0000 UTC,629483400,9
1989-12-28 03:20:00 +0000 UTC,630818400,3
1990-01-11 04:57:00 +0000 UTC,632033820,9
1990-01-26 19:20:00 +0000 UTC,633381600,3
1990-02-09 19:16:00 +0000 UTC,634590960,6
1990-02-25 08:55:00 +0000 UTC,635936100,6
1990-03-11 10:59:00 +0000 UTC,637153140,3
1990-03-26 19:50:00 +0000 UTC,638481000,3
1990-04-10 03:19:00 +0000 UTC,639717540,6
1990-04-25 04:28:00 +0000 UTC,641017680,6
1990-05-09 19:31:00 +0000 UTC,642281460,6
1990-05-24 11:48:00 +0000 UTC,643549680,9
1990-06-08 11:01:00 +0000 UTC,644842860,6
1990-06-22 18:55:00 +0000 UTC,646080900,6
1990-07-08 01:24:00 +0000 UTC,647400240,9
1990-07-22 02:54:00 +0000 UTC,648615240,9
1990-08-06 14:20:00 +0000 UTC,649952400,3
1990-08-20 12:39:00 +0000 UTC,651155940,9
1990-09-05 01:46:00 +0000 UTC,652499160,6
1990-09-19 00:46:00 +0000 UTC,653705160,6
1990-10-04 12:02:00 +0000 UTC,655041720,3
1990-10-18 15:36:00 +0000 UTC,656264160,9
1990-11-02 21:49:00 +0000 UTC,657582540,6
1990-11-17 09:05:00 +0000 UTC,658832700,3
1990-12-02 07:51:00 +0000 UTC,660124260,9
